"max_depth","eta","nrounds","subsample","colsample_bytree","lambda","alpha","R2_test1","R2_test2","R2_avg","selected"
9,0.1,100,1,1,0,0.5,0.624718394898012,0.530636490331797,0.577677442614905,0
9,0.3,100,1,1,0,0.5,0.644628828658811,0.511375038086914,0.578001933372862,0
3,0.01,100,0.6,0.6,0.5,0.5,-1.51612718795453,-2.46402431881392,-1.99007575338423,0
3,0.05,100,0.6,0.6,0.5,0.5,0.580814520463691,0.556271554481492,0.568543037472592,0
3,0.1,100,0.6,0.6,0.5,0.5,0.592887965313355,0.65343756755676,0.623162766435058,0
3,0.3,100,0.6,0.6,0.5,0.5,0.503207775265492,0.547759735461925,0.525483755363709,0
5,0.01,100,0.6,0.6,0.5,0.5,-1.54431265660638,-2.51802747422647,-2.03117006541643,0
5,0.05,100,0.6,0.6,0.5,0.5,0.567591072970144,0.612946831849045,0.590268952409595,0
5,0.1,100,0.6,0.6,0.5,0.5,0.572667023867008,0.557846652720498,0.565256838293753,0
5,0.3,100,0.6,0.6,0.5,0.5,0.334073850337134,0.384602383174611,0.359338116755873,0
7,0.01,100,0.6,0.6,0.5,0.5,-1.55879284700488,-2.53219821346044,-2.04549553023266,0
7,0.05,100,0.6,0.6,0.5,0.5,0.541459804593646,0.595161674712513,0.56831073965308,0
7,0.1,100,0.6,0.6,0.5,0.5,0.58897362319231,0.501582385330999,0.545278004261655,0
7,0.3,100,0.6,0.6,0.5,0.5,0.493374631577959,0.475510954484568,0.484442793031263,0
9,0.01,100,0.6,0.6,0.5,0.5,-1.55246014641311,-2.5083877857057,-2.0304239660594,0
9,0.05,100,0.6,0.6,0.5,0.5,0.549807815865927,0.50533884474831,0.527573330307118,0
9,0.1,100,0.6,0.6,0.5,0.5,0.530850438013859,0.598612804349555,0.564731621181707,0
9,0.3,100,0.6,0.6,0.5,0.5,0.2779225226843,0.382390768042603,0.330156645363452,0
3,0.01,100,0.8,0.6,0.5,0.5,-1.44154012754877,-2.43367780427952,-1.93760896591415,0
3,0.05,100,0.8,0.6,0.5,0.5,0.584931164238472,0.611096531812131,0.598013848025302,0
3,0.1,100,0.8,0.6,0.5,0.5,0.52242067483056,0.641519362123388,0.581970018476974,0
3,0.3,100,0.8,0.6,0.5,0.5,0.54577449102475,0.63249640572057,0.58913544837266,0
5,0.01,100,0.8,0.6,0.5,0.5,-1.49806153293347,-2.47046966970786,-1.98426560132067,0
5,0.05,100,0.8,0.6,0.5,0.5,0.61123590990064,0.642824492068499,0.627030200984569,0
5,0.1,100,0.8,0.6,0.5,0.5,0.615653159131393,0.607645905528539,0.611649532329966,0
5,0.3,100,0.8,0.6,0.5,0.5,0.580109061751219,0.537933605634553,0.559021333692886,0
7,0.05,100,0.8,0.6,0.5,0.5,0.585525092549938,0.575288996263515,0.580407044406727,0
7,0.1,100,0.8,0.6,0.5,0.5,0.52566935836538,0.593733416438006,0.559701387401693,0
7,0.3,100,0.8,0.6,0.5,0.5,0.531797734623276,0.605735113713133,0.568766424168204,0
9,0.01,100,0.8,0.6,0.5,0.5,-1.49093189124845,-2.45517720532743,-1.97305454828794,0
9,0.05,100,0.8,0.6,0.5,0.5,0.565889020436952,0.538620030641274,0.552254525539113,0
9,0.1,100,0.8,0.6,0.5,0.5,0.568410859345163,0.549908627943738,0.55915974364445,0
9,0.3,100,0.8,0.6,0.5,0.5,0.497822633926171,0.512728369198335,0.505275501562253,0
3,0.05,100,1,0.6,0.5,0.5,0.589841631192811,0.621206020113469,0.60552382565314,0
3,0.1,100,1,0.6,0.5,0.5,0.610189895361845,0.652270964989011,0.631230430175428,0
3,0.3,100,1,0.6,0.5,0.5,0.567959057636983,0.65502206460714,0.611490561122061,0
5,0.01,100,1,0.6,0.5,0.5,-1.46935051090877,-2.43327415392997,-1.95131233241937,0
5,0.05,100,1,0.6,0.5,0.5,0.601103637908654,0.6261529798478,0.613628308878227,0
5,0.1,100,1,0.6,0.5,0.5,0.562211466600957,0.572796060748828,0.567503763674892,0
5,0.3,100,1,0.6,0.5,0.5,0.6161095766059,0.590710259339743,0.603409917972821,0
7,0.01,100,1,0.6,0.5,0.5,-1.45847159415486,-2.41986109341373,-1.9391663437843,0
7,0.05,100,1,0.6,0.5,0.5,0.537272341390475,0.591983874558236,0.564628107974355,0
7,0.1,100,1,0.6,0.5,0.5,0.549536422450672,0.545368283934612,0.547452353192642,0
7,0.3,100,1,0.6,0.5,0.5,0.54598218648104,0.520022405583705,0.533002296032373,0
9,0.01,100,1,0.6,0.5,0.5,-1.48753192608243,-2.39671583764778,-1.9421238818651,0
9,0.05,100,1,0.6,0.5,0.5,0.562036670835164,0.591678403507052,0.576857537171108,0
9,0.1,100,1,0.6,0.5,0.5,0.553470508065751,0.56591981620108,0.559695162133416,0
9,0.3,100,1,0.6,0.5,0.5,0.514988547980839,0.496635247915666,0.505811897948252,0
3,0.01,100,0.6,0.8,0.5,0.5,-1.45822677830281,-2.48088978366536,-1.96955828098409,0
3,0.05,100,0.6,0.8,0.5,0.5,0.607742418960214,0.622368732131713,0.615055575545963,0
3,0.1,100,0.6,0.8,0.5,0.5,0.541066716811021,0.566010160027195,0.553538438419108,0
3,0.3,100,0.6,0.8,0.5,0.5,0.584014049949597,0.550087523335427,0.567050786642512,0
5,0.01,100,0.6,0.8,0.5,0.5,-1.51695400785533,-2.54025486939128,-2.02860443862331,0
5,0.1,100,0.6,0.8,0.5,0.5,0.635711138818228,0.585791266969323,0.610751202893775,0
5,0.3,100,0.6,0.8,0.5,0.5,0.528105770069755,0.596805927641915,0.562455848855835,0
7,0.01,100,0.6,0.8,0.5,0.5,-1.5379564129761,-2.51624505836886,-2.02710073567248,0
7,0.05,100,0.6,0.8,0.5,0.5,0.589796263417668,0.581445369626369,0.585620816522018,0
7,0.1,100,0.6,0.8,0.5,0.5,0.528501603878871,0.545017001637545,0.536759302758208,0
7,0.3,100,0.6,0.8,0.5,0.5,0.570613544951783,0.406809623330098,0.48871158414094,0
9,0.01,100,0.6,0.8,0.5,0.5,-1.50833226764625,-2.52498652082366,-2.01665939423495,0
9,0.05,100,0.6,0.8,0.5,0.5,0.603254277082647,0.608656223308706,0.605955250195676,0
9,0.1,100,0.6,0.8,0.5,0.5,0.550965261986486,0.574425806662346,0.562695534324416,0
9,0.3,100,0.6,0.8,0.5,0.5,0.438840574026954,0.439477759904867,0.43915916696591,0
3,0.01,100,0.8,0.8,0.5,0.5,-1.46322006763007,-2.42148652498136,-1.94235329630572,0
3,0.1,100,0.8,0.8,0.5,0.5,0.576938474402429,0.611662873907567,0.594300674154998,0
3,0.3,100,0.8,0.8,0.5,0.5,0.635174260846828,0.44869150823334,0.541932884540084,0
5,0.01,100,0.8,0.8,0.5,0.5,-1.45933069126002,-2.43928259554038,-1.9493066434002,0
5,0.05,100,0.8,0.8,0.5,0.5,0.588121595362152,0.591267343565485,0.589694469463819,0
5,0.1,100,0.8,0.8,0.5,0.5,0.625016164452093,0.601728912859566,0.613372538655829,0
5,0.3,100,0.8,0.8,0.5,0.5,0.585585907742025,0.61267789738377,0.599131902562897,0
7,0.01,100,0.8,0.8,0.5,0.5,-1.47722112619044,-2.4209167839177,-1.94906895505407,0
7,0.05,100,0.8,0.8,0.5,0.5,0.609447178118498,0.567891196923988,0.588669187521243,0
7,0.1,100,0.8,0.8,0.5,0.5,0.571497435117559,0.626186692056449,0.598842063587004,0
7,0.3,100,0.8,0.8,0.5,0.5,0.535645547672684,0.519236932330565,0.527441240001625,0
9,0.01,100,0.8,0.8,0.5,0.5,-1.45387972361669,-2.45049475416404,-1.95218723889037,0
9,0.05,100,0.8,0.8,0.5,0.5,0.592575300355963,0.569861413531562,0.581218356943763,0
9,0.1,100,0.8,0.8,0.5,0.5,0.59412946485029,0.60457779558652,0.599353630218405,0
9,0.3,100,0.8,0.8,0.5,0.5,0.519564348700565,0.580623800204601,0.550094074452583,0
3,0.01,100,1,0.8,0.5,0.5,-1.40404772150674,-2.44885921841329,-1.92645346996002,0
3,0.05,100,1,0.8,0.5,0.5,0.612798110134767,0.635971265664748,0.624384687899757,0
3,0.1,100,1,0.8,0.5,0.5,0.610232107629688,0.628439425700401,0.619335766665044,0
3,0.3,100,1,0.8,0.5,0.5,0.59239135664986,0.515468308196262,0.553929832423061,0
5,0.01,100,1,0.8,0.5,0.5,-1.42375658221483,-2.47060543600406,-1.94718100910945,0
5,0.05,100,1,0.8,0.5,0.5,0.597863750554992,0.573627480611978,0.585745615583485,0
5,0.1,100,1,0.8,0.5,0.5,0.612343484158092,0.579230337330389,0.59578691074424,0
5,0.3,100,1,0.8,0.5,0.5,0.558597211807352,0.561948276647609,0.56027274422748,0
7,0.01,100,1,0.8,0.5,0.5,-1.42446579171754,-2.46311150839736,-1.94378865005745,0
7,0.05,100,1,0.8,0.5,0.5,0.594738543033578,0.590382218390597,0.592560380712087,0
7,0.1,100,1,0.8,0.5,0.5,0.57125591289561,0.557566736415051,0.564411324655331,0
7,0.3,100,1,0.8,0.5,0.5,0.533956337668495,0.563395236542277,0.548675787105386,0
9,0.01,100,1,0.8,0.5,0.5,-1.41490366677172,-2.48205661385785,-1.94848014031479,0
9,0.05,100,1,0.8,0.5,0.5,0.601889574770977,0.587847704977117,0.594868639874047,0
9,0.1,100,1,0.8,0.5,0.5,0.555425161333501,0.595116744553423,0.575270952943462,0
9,0.3,100,1,0.8,0.5,0.5,0.577226360663837,0.569245017241262,0.573235688952549,0
3,0.01,100,0.6,1,0.5,0.5,-1.47281042015562,-2.49961017160038,-1.986210295878,0
3,0.05,100,0.6,1,0.5,0.5,0.618843929353998,0.587601236400303,0.603222582877151,0
3,0.1,100,0.6,1,0.5,0.5,0.616247367289192,0.588299219797712,0.602273293543452,0
3,0.3,100,0.6,1,0.5,0.5,0.421968806145793,0.435128822996946,0.42854881457137,0
5,0.01,100,0.6,1,0.5,0.5,-1.52345596970502,-2.51120734146886,-2.01733165558694,0
5,0.05,100,0.6,1,0.5,0.5,0.6273944281015,0.584389354211428,0.605891891156464,0
5,0.1,100,0.6,1,0.5,0.5,0.564646630299102,0.551929245884047,0.558287938091574,0
5,0.3,100,0.6,1,0.5,0.5,0.551165510318484,0.552785017336643,0.551975263827564,0
7,0.01,100,0.6,1,0.5,0.5,-1.47913293391237,-2.56248542116747,-2.02080917753992,0
7,0.05,100,0.6,1,0.5,0.5,0.578018471066562,0.623602471351216,0.600810471208889,0
7,0.1,100,0.6,1,0.5,0.5,0.614341165751499,0.576444525753279,0.595392845752389,0
7,0.3,100,0.6,1,0.5,0.5,0.456868065557993,0.544806287927556,0.500837176742774,0
9,0.01,100,0.6,1,0.5,0.5,-1.46528738900655,-2.47971736267985,-1.9725023758432,0
9,0.1,100,0.6,1,0.5,0.5,0.627050199749523,0.481685665540837,0.55436793264518,0
9,0.3,100,0.6,1,0.5,0.5,0.493977920363843,0.428282428927252,0.461130174645548,0
3,0.01,100,0.8,1,0.5,0.5,-1.44215388564014,-2.47272325960402,-1.95743857262208,0
3,0.05,100,0.8,1,0.5,0.5,0.595915812910745,0.59223157330347,0.594073693107107,0
3,0.1,100,0.8,1,0.5,0.5,0.598956410762475,0.645356154883952,0.622156282823213,0
3,0.3,100,0.8,1,0.5,0.5,0.563275386135222,0.523346911731952,0.543311148933587,0
5,0.01,100,0.8,1,0.5,0.5,-1.4501918915307,-2.47993683801359,-1.96506436477214,0
5,0.05,100,0.8,1,0.5,0.5,0.590775596435366,0.572235234142053,0.581505415288709,0
5,0.1,100,0.8,1,0.5,0.5,0.593026802799158,0.615830962566551,0.604428882682855,0
5,0.3,100,0.8,1,0.5,0.5,0.629382128047831,0.54550738011001,0.58744475407892,0
7,0.01,100,0.8,1,0.5,0.5,-1.41794909206288,-2.44467126540955,-1.93131017873621,0
7,0.05,100,0.8,1,0.5,0.5,0.57895986567626,0.569001759960235,0.573980812818248,0
7,0.1,100,0.8,1,0.5,0.5,0.575226037350502,0.56191016236834,0.568568099859421,0
7,0.3,100,0.8,1,0.5,0.5,0.606099037766959,0.53729776066812,0.57169839921754,0
9,0.01,100,0.8,1,0.5,0.5,-1.43286044975597,-2.48718002161007,-1.96002023568302,0
9,0.05,100,0.8,1,0.5,0.5,0.578257981965741,0.636481940317201,0.607369961141471,0
9,0.1,100,0.8,1,0.5,0.5,0.571924224566791,0.579955468609273,0.575939846588032,0
9,0.3,100,0.8,1,0.5,0.5,0.549719014831617,0.583620487271416,0.566669751051516,0
3,0.01,100,1,1,0.5,0.5,-1.40048810175433,-2.43821743728416,-1.91935276951924,0
3,0.05,100,1,1,0.5,0.5,0.60518735932108,0.622856092116656,0.614021725718868,0
3,0.1,100,1,1,0.5,0.5,0.599802548415799,0.61524122756675,0.607521887991274,0
3,0.3,100,1,1,0.5,0.5,0.595929238875325,0.579570508462452,0.587749873668889,0
5,0.01,100,1,1,0.5,0.5,-1.42194899339416,-2.49181385445607,-1.95688142392511,0
5,0.05,100,1,1,0.5,0.5,0.600365376122862,0.562988577093699,0.58167697660828,0
5,0.1,100,1,1,0.5,0.5,0.568693910516748,0.565707913127955,0.567200911822352,0
5,0.3,100,1,1,0.5,0.5,0.578430489399225,0.632306928443241,0.605368708921233,0
7,0.05,100,1,1,0.5,0.5,0.593340832492439,0.57485475236665,0.584097792429545,0
7,0.1,100,1,1,0.5,0.5,0.570337962736494,0.569004824479314,0.569671393607904,0
7,0.3,100,1,1,0.5,0.5,0.572182791278923,0.532687763967198,0.552435277623061,0
9,0.01,100,1,1,0.5,0.5,-1.41725601303459,-2.46212864079244,-1.93969232691352,0
9,0.05,100,1,1,0.5,0.5,0.589725214001553,0.587192610676273,0.588458912338913,0
9,0.1,100,1,1,0.5,0.5,0.567110481603307,0.565594142060437,0.566352311831872,0
9,0.3,100,1,1,0.5,0.5,0.574389065725509,0.543819282290916,0.559104174008212,0
3,0.05,100,0.6,0.6,1,0.5,0.629169002949939,0.556210648743394,0.592689825846667,0
3,0.1,100,0.6,0.6,1,0.5,0.477772613333935,0.419918824783042,0.448845719058489,0
3,0.3,100,0.6,0.6,1,0.5,0.366331428395207,0.539119848450077,0.452725638422642,0
5,0.01,100,0.6,0.6,1,0.5,-1.62436666113037,-2.58474399908032,-2.10455533010534,0
5,0.05,100,0.6,0.6,1,0.5,0.599868028508374,0.557715914156198,0.578791971332286,0
5,0.1,100,0.6,0.6,1,0.5,0.533175848997573,0.529956299929415,0.531566074463494,0
5,0.3,100,0.6,0.6,1,0.5,0.456889857145718,0.591940881498528,0.524415369322123,0
7,0.01,100,0.6,0.6,1,0.5,-1.58980678406903,-2.57284748803012,-2.08132713604957,0
7,0.05,100,0.6,0.6,1,0.5,0.585501203394715,0.559408833246331,0.572455018320523,0
7,0.1,100,0.6,0.6,1,0.5,0.490045264178188,0.584748189484121,0.537396726831154,0
7,0.3,100,0.6,0.6,1,0.5,0.58136211572614,0.502285480497339,0.54182379811174,0
9,0.01,100,0.6,0.6,1,0.5,-1.61635594805664,-2.5516088922922,-2.08398242017442,0
9,0.05,100,0.6,0.6,1,0.5,0.542359224018551,0.501228513415544,0.521793868717048,0
9,0.1,100,0.6,0.6,1,0.5,0.548624994909043,0.559535889483164,0.554080442196104,0
9,0.3,100,0.6,0.6,1,0.5,0.324744485133911,0.475087955689628,0.39991622041177,0
3,0.01,100,0.8,0.6,1,0.5,-1.4990709652405,-2.4617767667804,-1.98042386601045,0
3,0.05,100,0.8,0.6,1,0.5,0.595276323211139,0.610717041925001,0.60299668256807,0
3,0.1,100,0.8,0.6,1,0.5,0.636390918563156,0.64783903101931,0.642114974791233,0
3,0.3,100,0.8,0.6,1,0.5,0.58887773323094,0.538206869368411,0.563542301299675,0
5,0.01,100,0.8,0.6,1,0.5,-1.51695330432993,-2.47165386530856,-1.99430358481924,0
5,0.05,100,0.8,0.6,1,0.5,0.551168047743483,0.595039191712588,0.573103619728035,0
5,0.1,100,0.8,0.6,1,0.5,0.58189037177076,0.62106069423829,0.601475533004525,0
5,0.3,100,0.8,0.6,1,0.5,0.597713948696197,0.566629486595175,0.582171717645686,0
7,0.01,100,0.8,0.6,1,0.5,-1.56347836359234,-2.51574007587438,-2.03960921973336,0
7,0.05,100,0.8,0.6,1,0.5,0.570941088578849,0.597422283961834,0.584181686270342,0
7,0.1,100,0.8,0.6,1,0.5,0.527459495230622,0.58485554464535,0.556157519937986,0
7,0.3,100,0.8,0.6,1,0.5,0.457727872215125,0.481772478802775,0.46975017550895,0
9,0.01,100,0.8,0.6,1,0.5,-1.54753141620626,-2.48893118586614,-2.0182313010362,0
9,0.05,100,0.8,0.6,1,0.5,0.521811230931841,0.562908899010511,0.542360064971176,0
9,0.1,100,0.8,0.6,1,0.5,0.524632223785265,0.58821490402198,0.556423563903622,0
9,0.3,100,0.8,0.6,1,0.5,0.535770874175168,0.411288404170829,0.473529639172998,0
3,0.05,100,1,0.6,1,0.5,0.586426001660368,0.634011702500605,0.610218852080486,0
3,0.1,100,1,0.6,1,0.5,0.595036578905502,0.670420874057394,0.632728726481448,0
3,0.3,100,1,0.6,1,0.5,0.528224942983156,0.617308202013864,0.57276657249851,0
5,0.01,100,1,0.6,1,0.5,-1.50734342576152,-2.46639307070488,-1.9868682482332,0
5,0.05,100,1,0.6,1,0.5,0.556565455990131,0.616453488553896,0.586509472272014,0
5,0.1,100,1,0.6,1,0.5,0.555779207700205,0.647060453045737,0.601419830372971,0
5,0.3,100,1,0.6,1,0.5,0.518700020805099,0.53985987338084,0.529279947092969,0
7,0.05,100,1,0.6,1,0.5,0.557840043476781,0.584638824190923,0.571239433833852,0
7,0.1,100,1,0.6,1,0.5,0.522727927200481,0.574768196398927,0.548748061799704,0
7,0.3,100,1,0.6,1,0.5,0.564520908078457,0.541891650624695,0.553206279351576,0
9,0.01,100,1,0.6,1,0.5,-1.50839645896648,-2.44411602767372,-1.9762562433201,0
9,0.05,100,1,0.6,1,0.5,0.557423771137092,0.633190966096593,0.595307368616842,0
9,0.1,100,1,0.6,1,0.5,0.527345658841157,0.596184177376502,0.56176491810883,0
9,0.3,100,1,0.6,1,0.5,0.525957557777071,0.628836366611274,0.577396962194173,0
3,0.01,100,0.6,0.8,1,0.5,-1.59373689244935,-2.56940692225004,-2.0815719073497,0
3,0.1,100,0.6,0.8,1,0.5,0.615689986404978,0.582199339526745,0.598944662965861,0
3,0.3,100,0.6,0.8,1,0.5,0.481100357670264,0.444198108241348,0.462649232955806,0
5,0.01,100,0.6,0.8,1,0.5,-1.61375937717524,-2.52995354998937,-2.07185646358231,0
5,0.05,100,0.6,0.8,1,0.5,0.528190278093671,0.576512688937296,0.552351483515484,0
5,0.1,100,0.6,0.8,1,0.5,0.550361996187997,0.499880968159523,0.52512148217376,0
5,0.3,100,0.6,0.8,1,0.5,0.483718562348339,0.486830433899728,0.485274498124033,0
7,0.01,100,0.6,0.8,1,0.5,-1.59397059765617,-2.59626416903979,-2.09511738334798,0
7,0.05,100,0.6,0.8,1,0.5,0.552076964440591,0.546102936353011,0.549089950396801,0
7,0.1,100,0.6,0.8,1,0.5,0.523973168133761,0.542876626080601,0.533424897107181,0
7,0.3,100,0.6,0.8,1,0.5,0.362311105392843,0.326371563660907,0.344341334526875,0
9,0.01,100,0.6,0.8,1,0.5,-1.56877679119815,-2.55933625196191,-2.06405652158003,0
9,0.05,100,0.6,0.8,1,0.5,0.489098680246949,0.532615816456746,0.510857248351847,0
9,0.1,100,0.6,0.8,1,0.5,0.528034745028416,0.555804541413281,0.541919643220848,0
9,0.3,100,0.6,0.8,1,0.5,0.423348364368759,0.366168262416064,0.394758313392411,0
3,0.01,100,0.8,0.8,1,0.5,-1.51770338893732,-2.4831466764022,-2.00042503266976,0
3,0.05,100,0.8,0.8,1,0.5,0.61468584794246,0.616637756929278,0.615661802435869,0
3,0.1,100,0.8,0.8,1,0.5,0.609798852704009,0.554213552837148,0.582006202770579,0
3,0.3,100,0.8,0.8,1,0.5,0.535607094063663,0.497800983843187,0.516704038953425,0
5,0.01,100,0.8,0.8,1,0.5,-1.51847520867966,-2.49488186818863,-2.00667853843414,0
5,0.05,100,0.8,0.8,1,0.5,0.572306760590832,0.613880219714846,0.593093490152839,0
5,0.1,100,0.8,0.8,1,0.5,0.543122292939076,0.633064924094703,0.58809360851689,0
5,0.3,100,0.8,0.8,1,0.5,0.518615758026118,0.576106934975548,0.547361346500833,0
7,0.05,100,0.8,0.8,1,0.5,0.582058602339849,0.603681441789708,0.592870022064778,0
7,0.1,100,0.8,0.8,1,0.5,0.549709616225422,0.577663811310683,0.563686713768053,0
7,0.3,100,0.8,0.8,1,0.5,0.539715460352855,0.492491055162869,0.516103257757862,0
9,0.01,100,0.8,0.8,1,0.5,-1.51628735571875,-2.51554380419096,-2.01591557995486,0
9,0.05,100,0.8,0.8,1,0.5,0.56433557688586,0.580651507321957,0.572493542103908,0
9,0.1,100,0.8,0.8,1,0.5,0.608419846226006,0.621618110190351,0.615018978208179,0
9,0.3,100,0.8,0.8,1,0.5,0.50980908758365,0.581198956769317,0.545504022176484,0
3,0.01,100,1,0.8,1,0.5,-1.44231711777838,-2.46741686962939,-1.95486699370388,0
3,0.05,100,1,0.8,1,0.5,0.583898508251852,0.622515501702916,0.603207004977384,0
3,0.1,100,1,0.8,1,0.5,0.592815334533255,0.645487303348951,0.619151318941103,0
3,0.3,100,1,0.8,1,0.5,0.590087994615382,0.608569269300848,0.599328631958115,0
5,0.01,100,1,0.8,1,0.5,-1.47357988471152,-2.50443698912947,-1.9890084369205,0
5,0.05,100,1,0.8,1,0.5,0.558071260880455,0.596703127411598,0.577387194146026,0
5,0.1,100,1,0.8,1,0.5,0.546149869530376,0.569371203354137,0.557760536442256,0
5,0.3,100,1,0.8,1,0.5,0.502593096869209,0.507792838077973,0.505192967473591,0
7,0.01,100,1,0.8,1,0.5,-1.47955346382286,-2.5029477016234,-1.99125058272313,0
7,0.05,100,1,0.8,1,0.5,0.534109745780239,0.566604770324316,0.550357258052277,0
7,0.1,100,1,0.8,1,0.5,0.511075367802394,0.595392768882855,0.553234068342624,0
7,0.3,100,1,0.8,1,0.5,0.546060492128199,0.524983501579113,0.535521996853656,0
9,0.01,100,1,0.8,1,0.5,-1.47627977787535,-2.48867044736677,-1.98247511262106,0
9,0.05,100,1,0.8,1,0.5,0.533302277502603,0.558009430473109,0.545655853987856,0
9,0.1,100,1,0.8,1,0.5,0.492759621097786,0.591795002122185,0.542277311609986,0
9,0.3,100,1,0.8,1,0.5,0.466341047065623,0.505479276437353,0.485910161751488,0
3,0.05,100,0.6,1,1,0.5,0.598504920629502,0.626060244344612,0.612282582487057,0
3,0.1,100,0.6,1,1,0.5,0.5932815079303,0.548425245220916,0.570853376575608,0
3,0.3,100,0.6,1,1,0.5,0.639605953711632,0.454222318276768,0.5469141359942,0
5,0.05,100,0.6,1,1,0.5,0.556467885335126,0.569736249531907,0.563102067433516,0
5,0.1,100,0.6,1,1,0.5,0.544554843096313,0.578156308606779,0.561355575851546,0
5,0.3,100,0.6,1,1,0.5,0.545195159328499,0.471224932040045,0.508210045684272,0
7,0.01,100,0.6,1,1,0.5,-1.55618198703397,-2.59486901905898,-2.07552550304648,0
7,0.05,100,0.6,1,1,0.5,0.594892812358547,0.608107561357124,0.601500186857836,0
7,0.1,100,0.6,1,1,0.5,0.54073927613522,0.551701392787758,0.546220334461489,0
7,0.3,100,0.6,1,1,0.5,0.585533311190304,0.378727395900934,0.482130353545619,0
9,0.01,100,0.6,1,1,0.5,-1.56232110703578,-2.61777753774399,-2.09004932238989,0
9,0.05,100,0.6,1,1,0.5,0.57882388684229,0.60098931490166,0.589906600871975,0
9,0.1,100,0.6,1,1,0.5,0.586494011049627,0.567361337398715,0.576927674224171,0
9,0.3,100,0.6,1,1,0.5,0.494186851497482,0.602074787765073,0.548130819631278,0
3,0.01,100,0.8,1,1,0.5,-1.4941492257265,-2.52935256057362,-2.01175089315006,0
3,0.05,100,0.8,1,1,0.5,0.599608087636495,0.639215747068848,0.619411917352672,0
3,0.1,100,0.8,1,1,0.5,0.545844953447637,0.611436276403059,0.578640614925348,0
3,0.3,100,0.8,1,1,0.5,0.573209846320098,0.536572733815229,0.554891290067663,0
5,0.01,100,0.8,1,1,0.5,-1.50339235349408,-2.51581947245678,-2.00960591297543,0
5,0.05,100,0.8,1,1,0.5,0.545057156248242,0.602457149056966,0.573757152652604,0
5,0.1,100,0.8,1,1,0.5,0.567226616432374,0.622537925983461,0.594882271207917,0
5,0.3,100,0.8,1,1,0.5,0.547748378851797,0.59584782311388,0.571798100982838,0
7,0.01,100,0.8,1,1,0.5,-1.50959235800666,-2.55120982418855,-2.03040109109761,0
7,0.05,100,0.8,1,1,0.5,0.567101037063593,0.616102603625683,0.591601820344638,0
7,0.1,100,0.8,1,1,0.5,0.568243731558632,0.591948438801054,0.580096085179843,0
7,0.3,100,0.8,1,1,0.5,0.492283130273541,0.63382957017924,0.563056350226391,0
9,0.01,100,0.8,1,1,0.5,-1.51302541908586,-2.53322758765242,-2.02312650336914,0
9,0.05,100,0.8,1,1,0.5,0.550864748045764,0.56403774383642,0.557451245941092,0
9,0.1,100,0.8,1,1,0.5,0.56648409676507,0.637658498881335,0.602071297823203,0
9,0.3,100,0.8,1,1,0.5,0.545302003460268,0.529636107952185,0.537469055706226,0
3,0.01,100,1,1,1,0.5,-1.44968468854833,-2.46781045292518,-1.95874757073676,0
3,0.05,100,1,1,1,0.5,0.547918720111141,0.626320071691807,0.587119395901474,0
3,0.1,100,1,1,1,0.5,0.561946423755984,0.625721181053589,0.593833802404787,0
3,0.3,100,1,1,1,0.5,0.549840071930151,0.596839262748662,0.573339667339407,0
5,0.01,100,1,1,1,0.5,-1.46670348716733,-2.50661072934251,-1.98665710825492,0
5,0.05,100,1,1,1,0.5,0.5408019824377,0.575876150392828,0.558339066415264,0
5,0.1,100,1,1,1,0.5,0.528463317919662,0.6167861758302,0.572624746874931,0
5,0.3,100,1,1,1,0.5,0.518615607863946,0.503771712819769,0.511193660341857,0
7,0.01,100,1,1,1,0.5,-1.47613012339288,-2.51377209063934,-1.99495110701611,0
7,0.05,100,1,1,1,0.5,0.498802158876729,0.580425553063969,0.539613855970349,0
7,0.1,100,1,1,1,0.5,0.513669280429248,0.574973340120765,0.544321310275007,0
7,0.3,100,1,1,1,0.5,0.426074862658769,0.473462848840666,0.449768855749718,0
9,0.05,100,1,1,1,0.5,0.521419136799967,0.582997003110986,0.552208069955476,0
9,0.1,100,1,1,1,0.5,0.50673141207602,0.58844181531533,0.547586613695675,0
9,0.3,100,1,1,1,0.5,0.485056896852946,0.486827213197492,0.485942055025219,0
3,0.01,100,0.6,0.6,2,0.5,-1.70896782251738,-2.67262191629253,-2.19079486940495,0
3,0.05,100,0.6,0.6,2,0.5,0.597484913257759,0.560536916248146,0.579010914752952,0
3,0.1,100,0.6,0.6,2,0.5,0.535928735468483,0.458072325262435,0.497000530365459,0
3,0.3,100,0.6,0.6,2,0.5,0.532383922228265,0.440694775909402,0.486539349068834,0
5,0.01,100,0.6,0.6,2,0.5,-1.71320341130224,-2.68521935633408,-2.19921138381816,0
5,0.05,100,0.6,0.6,2,0.5,0.573007786260683,0.587443405721526,0.580225595991104,0
5,0.1,100,0.6,0.6,2,0.5,0.529922479647124,0.553179466583311,0.541550973115217,0
5,0.3,100,0.6,0.6,2,0.5,0.433205936590596,0.399316667669,0.416261302129798,0
7,0.01,100,0.6,0.6,2,0.5,-1.69406499863011,-2.66786095547638,-2.18096297705324,0
7,0.05,100,0.6,0.6,2,0.5,0.515412411452174,0.538325207549386,0.52686880950078,0
7,0.1,100,0.6,0.6,2,0.5,0.52526054471232,0.473714365501248,0.499487455106784,0
7,0.3,100,0.6,0.6,2,0.5,0.564480917188529,0.371580824593392,0.468030870890961,0
