"Method","Delta","FDP","Power"
"MultipleDataSplitting",11,0,0.92
"Knockoff",11,0,1
"Benjamini–Hochberg (BH)",11,0,0.92
"Boost DS",11,0,0.64
"Boost MS",11,0,0.72
"DataSplitting",11,0.125,0.84
"MultipleDataSplitting",11,0,0.8
"Knockoff",11,0.08,0.92
"Benjamini–Hochberg (BH)",11,0,0.8
"Boost DS",11,0.08,0.92
"Boost MS",11,0,0.92
"DataSplitting",11,0.148148148148148,0.92
"MultipleDataSplitting",11,0.04,0.96
"Knockoff",11,0.142857142857143,0.96
"Benjamini–Hochberg (BH)",11,0,0.92
"Boost DS",11,0.130434782608696,0.8
"Boost MS",11,0,0.92
"DataSplitting",11,0,0.96
"MultipleDataSplitting",11,0,0.96
"Knockoff",11,0.2,0.96
"Benjamini–Hochberg (BH)",11,0,0.96
"Boost DS",11,0.1,0.72
"Boost MS",11,0,0.72
"DataSplitting",11,0.0476190476190476,0.8
"MultipleDataSplitting",11,0,0.84
"Knockoff",11,0.0454545454545455,0.84
"Benjamini–Hochberg (BH)",11,0,0.76
"Boost DS",11,0.0555555555555556,0.68
"Boost MS",11,0,0.72
"DataSplitting",11,0.2,0.8
"MultipleDataSplitting",11,0.115384615384615,0.92
"Knockoff",11,0.130434782608696,0.8
"Benjamini–Hochberg (BH)",11,0,0.8
"Boost DS",11,0.166666666666667,0.8
"Boost MS",11,0,0.88
"DataSplitting",11,0.115384615384615,0.92
"MultipleDataSplitting",11,0,0.92
"Knockoff",11,0.148148148148148,0.92
"Benjamini–Hochberg (BH)",11,0,0.92
"Boost DS",11,0.130434782608696,0.8
"Boost MS",11,0,0.88
"DataSplitting",11,0.12,0.88
"MultipleDataSplitting",11,0,0.88
"Knockoff",11,0.12,0.88
"Benjamini–Hochberg (BH)",11,0,0.88
"Boost DS",11,0.0476190476190476,0.8
"Boost MS",11,0,0.8
"DataSplitting",11,0.16,0.84
"MultipleDataSplitting",11,0,0.88
"Knockoff",11,0.0833333333333333,0.88
"Benjamini–Hochberg (BH)",11,0,0.84
"Boost DS",11,0,0.68
"Boost MS",11,0,0.68
"DataSplitting",11,0.3,0.84
"MultipleDataSplitting",11,0.0476190476190476,0.8
"Knockoff",11,0.222222222222222,0.84
"Benjamini–Hochberg (BH)",11,0,0.76
"Boost DS",11,0.0588235294117647,0.64
"Boost MS",11,0,0.72
"DataSplitting",11,0,0.76
"MultipleDataSplitting",11,0,0.8
"Knockoff",11,0,0.8
"Benjamini–Hochberg (BH)",11,0,0.8
"Boost DS",11,0,0.72
"Boost MS",11,0.0434782608695652,0.88
"DataSplitting",11,0.115384615384615,0.92
"MultipleDataSplitting",11,0.04,0.96
"Knockoff",11,0.2,0.96
"Benjamini–Hochberg (BH)",11,0,0.88
"Boost DS",11,0.05,0.76
"Boost MS",11,0,0.84
"DataSplitting",11,0.0833333333333333,0.88
"MultipleDataSplitting",11,0,0.88
"Knockoff",11,0.12,0.88
"Benjamini–Hochberg (BH)",11,0,0.88
"Boost DS",11,0,0.68
"Boost MS",11,0,0.76
"DataSplitting",11,0.16,0.84
"MultipleDataSplitting",11,0,0.8
"Knockoff",11,0.125,0.84
"Benjamini–Hochberg (BH)",11,0,0.8
"Boost DS",11,0.0952380952380952,0.76
"Boost MS",11,0,1
"DataSplitting",11,0.107142857142857,1
"MultipleDataSplitting",11,0,1
"Knockoff",11,0.0384615384615385,1
"Benjamini–Hochberg (BH)",11,0,1
"Boost DS",11,0.0869565217391304,0.84
"Boost MS",11,0,0.88
"DataSplitting",11,0.2,0.96
"MultipleDataSplitting",11,0,0.96
"Knockoff",11,0.137931034482759,1
"Benjamini–Hochberg (BH)",11,0,0.96
"Boost DS",12,0.206896551724138,0.92
"Boost MS",12,0,0.88
"DataSplitting",12,0.04,0.96
"MultipleDataSplitting",12,0,0.92
"Knockoff",12,0.111111111111111,0.96
"Benjamini–Hochberg (BH)",12,0,0.96
"Boost DS",12,0.0833333333333333,0.88
"Boost MS",12,0,0.92
"DataSplitting",12,0.2,0.96
"MultipleDataSplitting",12,0,0.96
"Knockoff",12,0,0.96
"Benjamini–Hochberg (BH)",12,0,0.92
"Boost DS",12,0.2,0.8
"Boost MS",12,0,0.8
"DataSplitting",12,0.148148148148148,0.92
"MultipleDataSplitting",12,0,0.88
"Knockoff",12,0.08,0.92
"Benjamini–Hochberg (BH)",12,0,0.84
"Boost DS",12,0.181818181818182,0.72
"Boost MS",12,0,0.8
"DataSplitting",12,0.0454545454545455,0.84
"MultipleDataSplitting",12,0,0.84
"Knockoff",12,0.153846153846154,0.88
"Benjamini–Hochberg (BH)",12,0,0.84
"Boost DS",12,0.136363636363636,0.76
"Boost MS",12,0.0454545454545455,0.84
"DataSplitting",12,0.153846153846154,0.88
"MultipleDataSplitting",12,0,0.84
"Knockoff",12,0.0833333333333333,0.88
"Benjamini–Hochberg (BH)",12,0,0.88
"Boost DS",12,0.230769230769231,0.8
"Boost MS",12,0.0434782608695652,0.88
"DataSplitting",12,0.0454545454545455,0.84
"MultipleDataSplitting",12,0,0.92
"Knockoff",12,0.225806451612903,0.96
"Benjamini–Hochberg (BH)",12,0,0.88
"Boost DS",12,0,0.88
"Boost MS",12,0,0.88
"DataSplitting",12,0,0.96
"MultipleDataSplitting",12,0,0.92
"Knockoff",12,0.0384615384615385,1
"Benjamini–Hochberg (BH)",12,0,0.96
"Boost DS",12,0,0.72
"Boost MS",12,0,0.8
"DataSplitting",12,0.0454545454545455,0.84
"MultipleDataSplitting",12,0,0.84
"Knockoff",12,0.0454545454545455,0.84
"Benjamini–Hochberg (BH)",12,0,0.84
"Boost DS",12,0,0.4
"Boost MS",12,0,0.72
"DataSplitting",12,0,0.84
"MultipleDataSplitting",12,0,0.8
"Knockoff",12,0,0.84
"Benjamini–Hochberg (BH)",12,0,0.8
"Boost DS",12,0.125,0.84
"Boost MS",12,0,0.88
"DataSplitting",12,0.111111111111111,0.96
"MultipleDataSplitting",12,0.0769230769230769,0.96
"Knockoff",12,0.225806451612903,0.96
"Benjamini–Hochberg (BH)",12,0,0.92
"Boost DS",12,0.0555555555555556,0.68
"Boost MS",12,0,0.76
"DataSplitting",12,0.0416666666666667,0.92
"MultipleDataSplitting",12,0,0.88
"Knockoff",12,0.0434782608695652,0.88
"Benjamini–Hochberg (BH)",12,0,0.88
"Boost DS",12,0,0.68
"Boost MS",12,0,0.72
"DataSplitting",12,0.0434782608695652,0.88
"MultipleDataSplitting",12,0,0.92
"Knockoff",12,0,0.96
"Benjamini–Hochberg (BH)",12,0,0.92
"Boost DS",12,0,0.8
"Boost MS",12,0.0434782608695652,0.88
"DataSplitting",12,0.148148148148148,0.92
"MultipleDataSplitting",12,0.0416666666666667,0.92
"Knockoff",12,0.258064516129032,0.92
"Benjamini–Hochberg (BH)",12,0,0.92
"Boost DS",12,0.0454545454545455,0.84
"Boost MS",12,0,0.92
"DataSplitting",12,0,0.92
"MultipleDataSplitting",12,0,0.92
"Knockoff",12,0.08,0.92
"Benjamini–Hochberg (BH)",12,0,0.92
"Boost DS",12,0.266666666666667,0.88
"Boost MS",12,0,0.84
"DataSplitting",12,0,0.84
"MultipleDataSplitting",12,0,0.88
"Knockoff",12,0.0434782608695652,0.88
"Benjamini–Hochberg (BH)",12,0,0.88
"Boost DS",12,0.04,0.96
"Boost MS",12,0.04,0.96
"DataSplitting",12,0.166666666666667,1
"MultipleDataSplitting",12,0,1
"Knockoff",12,0.193548387096774,1
"Benjamini–Hochberg (BH)",12,0,1
"Boost DS",12,0,0.88
"Boost MS",12,0.172413793103448,0.96
"DataSplitting",12,0.111111111111111,0.96
"MultipleDataSplitting",12,0,0.92
"Knockoff",12,0,0.96
"Benjamini–Hochberg (BH)",12,0,0.96
"Boost DS",12,0.0909090909090909,0.8
"Boost MS",12,0,0.88
"DataSplitting",12,0,0.96
"MultipleDataSplitting",12,0,0.92
"Knockoff",12,0.193548387096774,1
"Benjamini–Hochberg (BH)",12,0,0.92
"Boost DS",12,0.0952380952380952,0.76
"Boost MS",12,0,0.84
"DataSplitting",12,0.115384615384615,0.92
"MultipleDataSplitting",12,0,0.92
"Knockoff",12,0.0434782608695652,0.88
"Benjamini–Hochberg (BH)",12,0,0.88
"Boost DS",12,0.0416666666666667,0.92
"Boost MS",12,0,0.92
"DataSplitting",12,0.142857142857143,0.96
"MultipleDataSplitting",12,0,0.92
"Knockoff",12,0.111111111111111,0.96
"Benjamini–Hochberg (BH)",12,0,0.96
"Boost DS",12,0,0.92
"Boost MS",12,0,0.84
"DataSplitting",12,0.148148148148148,0.92
"MultipleDataSplitting",12,0,0.92
"Knockoff",12,0,0.92
"Benjamini–Hochberg (BH)",12,0,0.92
"Boost DS",12,0.2,0.8
"Boost MS",12,0,0.8
"DataSplitting",12,0,0.84
"MultipleDataSplitting",12,0,0.84
"Knockoff",12,0.125,0.84
"Benjamini–Hochberg (BH)",12,0,0.84
"Boost DS",12,0.05,0.76
"Boost MS",12,0,0.72
"DataSplitting",12,0.0416666666666667,0.92
"MultipleDataSplitting",12,0.08,0.92
"Knockoff",12,0.08,0.92
"Benjamini–Hochberg (BH)",12,0,0.84
"Boost DS",12,0.16,0.84
"Boost MS",12,0,0.88
"DataSplitting",12,0,0.88
"MultipleDataSplitting",12,0,0.88
"Knockoff",12,0.0833333333333333,0.88
"Benjamini–Hochberg (BH)",12,0,0.88
"Boost DS",12,0.0555555555555556,0.68
"Boost MS",12,0.130434782608696,0.8
"DataSplitting",12,0.0454545454545455,0.84
"MultipleDataSplitting",12,0.0869565217391304,0.84
"Knockoff",12,0.115384615384615,0.92
"Benjamini–Hochberg (BH)",12,0,0.76
"Boost DS",12,0,0.68
"Boost MS",12,0.0952380952380952,0.76
"DataSplitting",12,0.111111111111111,0.96
"MultipleDataSplitting",12,0,0.88
"Knockoff",12,0,0.84
"Benjamini–Hochberg (BH)",12,0,0.76
"Boost DS",12,0.136363636363636,0.76
"Boost MS",12,0.0869565217391304,0.84
"DataSplitting",12,0.0434782608695652,0.88
"MultipleDataSplitting",12,0.0416666666666667,0.92
"Knockoff",12,0,0.88
"Benjamini–Hochberg (BH)",12,0,0.88
"Boost DS",12,0,0.64
"Boost MS",12,0,0.64
"DataSplitting",12,0.181818181818182,0.72
"MultipleDataSplitting",12,0.0526315789473684,0.72
"Knockoff",12,0.0952380952380952,0.76
"Benjamini–Hochberg (BH)",12,0,0.76
"Boost DS",12,0,0.68
"Boost MS",12,0,0.8
"DataSplitting",12,0.0434782608695652,0.88
"MultipleDataSplitting",12,0.0833333333333333,0.88
"Knockoff",12,0.371428571428571,0.88
"Benjamini–Hochberg (BH)",12,0,0.88
"Boost DS",12,0,0.72
"Boost MS",12,0.0869565217391304,0.84
"DataSplitting",12,0.0476190476190476,0.8
"MultipleDataSplitting",12,0,0.84
"Knockoff",12,0,0.88
"Benjamini–Hochberg (BH)",12,0,0.84
"Boost DS",12,0.130434782608696,0.8
"Boost MS",12,0.192307692307692,0.84
"DataSplitting",12,0.153846153846154,0.88
"MultipleDataSplitting",12,0,0.88
"Knockoff",12,0.12,0.88
"Benjamini–Hochberg (BH)",12,0,0.88
"Boost DS",12,0,0.64
"Boost MS",12,0,0.68
"DataSplitting",12,0.1,0.72
"MultipleDataSplitting",12,0.0454545454545455,0.84
"Knockoff",12,0.125,0.84
"Benjamini–Hochberg (BH)",12,0,0.76
"Boost DS",12,0,0.6
"Boost MS",12,0,0.8
"DataSplitting",12,0,0.92
"MultipleDataSplitting",12,0,0.96
"Knockoff",12,0.111111111111111,0.96
"Benjamini–Hochberg (BH)",12,0,0.92
"Boost DS",12,0.0555555555555556,0.68
"Boost MS",12,0.0434782608695652,0.88
"DataSplitting",12,0,0.88
"MultipleDataSplitting",12,0,0.88
"Knockoff",12,0.08,0.92
"Benjamini–Hochberg (BH)",12,0,0.88
"Boost DS",12,0.361111111111111,0.92
"Boost MS",12,0.0416666666666667,0.92
"DataSplitting",12,0,1
"MultipleDataSplitting",12,0,0.96
"Knockoff",12,0,1
"Benjamini–Hochberg (BH)",12,0,0.92
"Boost DS",12,0,0.64
"Boost MS",12,0,0.72
"DataSplitting",12,0.0869565217391304,0.84
"MultipleDataSplitting",12,0,0.84
"Knockoff",12,0.0769230769230769,0.96
"Benjamini–Hochberg (BH)",12,0,0.8
"Boost DS",12,0.08,0.92
"Boost MS",12,0,0.92
"DataSplitting",12,0.148148148148148,0.92
"MultipleDataSplitting",12,0.04,0.96
"Knockoff",12,0.142857142857143,0.96
"Benjamini–Hochberg (BH)",12,0,0.92
"Boost DS",12,0.130434782608696,0.8
"Boost MS",12,0.04,0.96
"DataSplitting",12,0,0.96
"MultipleDataSplitting",12,0,0.96
"Knockoff",12,0.2,0.96
"Benjamini–Hochberg (BH)",12,0,0.96
"Boost DS",12,0,0.72
"Boost MS",12,0,0.72
"DataSplitting",12,0.0476190476190476,0.8
"MultipleDataSplitting",12,0,0.84
"Knockoff",12,0.0454545454545455,0.84
"Benjamini–Hochberg (BH)",12,0,0.8
"Boost DS",12,0.0476190476190476,0.8
"Boost MS",12,0,0.72
"DataSplitting",12,0.2,0.8
"MultipleDataSplitting",12,0.111111111111111,0.96
"Knockoff",12,0.0869565217391304,0.84
"Benjamini–Hochberg (BH)",12,0,0.8
"Boost DS",12,0.12,0.88
"Boost MS",12,0,0.88
"DataSplitting",12,0.115384615384615,0.92
"MultipleDataSplitting",12,0,0.92
"Knockoff",12,0.148148148148148,0.92
"Benjamini–Hochberg (BH)",12,0,0.92
"Boost DS",12,0.259259259259259,0.8
"Boost MS",12,0,0.88
"DataSplitting",12,0.12,0.88
"MultipleDataSplitting",12,0,0.88
"Knockoff",12,0.12,0.88
"Benjamini–Hochberg (BH)",12,0,0.88
"Boost DS",12,0.0476190476190476,0.8
"Boost MS",12,0,0.8
"DataSplitting",12,0.0833333333333333,0.88
"MultipleDataSplitting",12,0,0.88
"Knockoff",12,0.0833333333333333,0.88
"Benjamini–Hochberg (BH)",12,0,0.84
"Boost DS",12,0,0.72
"Boost MS",12,0,0.72
"DataSplitting",12,0.32258064516129,0.84
"MultipleDataSplitting",12,0.0454545454545455,0.84
"Knockoff",12,0.222222222222222,0.84
"Benjamini–Hochberg (BH)",12,0,0.8
"Boost DS",12,0,0.68
"Boost MS",12,0,0.76
"DataSplitting",12,0,0.76
"MultipleDataSplitting",12,0,0.8
"Knockoff",12,0,0.8
"Benjamini–Hochberg (BH)",12,0,0.8
"Boost DS",12,0,0.72
"Boost MS",12,0.0434782608695652,0.88
"DataSplitting",12,0.115384615384615,0.92
"MultipleDataSplitting",12,0.04,0.96
"Knockoff",12,0.2,0.96
"Benjamini–Hochberg (BH)",12,0,0.92
"Boost DS",12,0.05,0.76
"Boost MS",12,0,0.84
"DataSplitting",12,0.0434782608695652,0.88
"MultipleDataSplitting",12,0,0.88
"Knockoff",12,0.12,0.88
"Benjamini–Hochberg (BH)",12,0,0.88
"Boost DS",12,0.15,0.68
"Boost MS",12,0,0.76
"DataSplitting",12,0.16,0.84
"MultipleDataSplitting",12,0.0476190476190476,0.8
"Knockoff",12,0.125,0.84
"Benjamini–Hochberg (BH)",12,0,0.8
"Boost DS",12,0.0952380952380952,0.76
"Boost MS",12,0,0.96
"DataSplitting",12,0.107142857142857,1
"MultipleDataSplitting",12,0,1
"Knockoff",12,0.0384615384615385,1
"Benjamini–Hochberg (BH)",12,0,1
"Boost DS",12,0.125,0.84
"Boost MS",12,0,0.92
"DataSplitting",12,0.2,0.96
"MultipleDataSplitting",12,0,0.96
"Knockoff",12,0.137931034482759,1
"Benjamini–Hochberg (BH)",12,0,0.96
"Boost DS",13,0.178571428571429,0.92
"Boost MS",13,0,0.92
"DataSplitting",13,0.04,0.96
"MultipleDataSplitting",13,0,0.92
"Knockoff",13,0.107142857142857,1
"Benjamini–Hochberg (BH)",13,0,0.96
"Boost DS",13,0.0833333333333333,0.88
"Boost MS",13,0,0.92
"DataSplitting",13,0.111111111111111,0.96
"MultipleDataSplitting",13,0,1
"Knockoff",13,0,0.96
"Benjamini–Hochberg (BH)",13,0,0.96
"Boost DS",13,0.166666666666667,0.8
"Boost MS",13,0.0476190476190476,0.8
"DataSplitting",13,0.21875,1
"MultipleDataSplitting",13,0,0.92
"Knockoff",13,0.08,0.92
"Benjamini–Hochberg (BH)",13,0,0.88
"Boost DS",13,0.217391304347826,0.72
"Boost MS",13,0.0454545454545455,0.84
"DataSplitting",13,0.0454545454545455,0.84
"MultipleDataSplitting",13,0,0.84
"Knockoff",13,0.153846153846154,0.88
"Benjamini–Hochberg (BH)",13,0,0.84
"Boost DS",13,0.05,0.76
"Boost MS",13,0,0.84
"DataSplitting",13,0.12,0.88
"MultipleDataSplitting",13,0,0.84
"Knockoff",13,0.0833333333333333,0.88
"Benjamini–Hochberg (BH)",13,0,0.88
"Boost DS",13,0.2,0.8
"Boost MS",13,0.0833333333333333,0.88
"DataSplitting",13,0,0.84
"MultipleDataSplitting",13,0,0.92
"Knockoff",13,0.225806451612903,0.96
"Benjamini–Hochberg (BH)",13,0,0.88
"Boost DS",13,0,0.88
"Boost MS",13,0,0.88
"DataSplitting",13,0,1
"MultipleDataSplitting",13,0,0.92
"Knockoff",13,0.0384615384615385,1
"Benjamini–Hochberg (BH)",13,0,0.96
"Boost DS",13,0,0.72
"Boost MS",13,0,0.8
"DataSplitting",13,0,0.84
"MultipleDataSplitting",13,0,0.84
"Knockoff",13,0.0454545454545455,0.84
"Benjamini–Hochberg (BH)",13,0,0.84
"Boost DS",13,0.133333333333333,0.52
"Boost MS",13,0,0.76
"DataSplitting",13,0,0.84
"MultipleDataSplitting",13,0,0.84
"Knockoff",13,0,0.84
"Benjamini–Hochberg (BH)",13,0,0.84
"Boost DS",13,0.125,0.84
"Boost MS",13,0,0.92
"DataSplitting",13,0.0769230769230769,0.96
"MultipleDataSplitting",13,0.0769230769230769,0.96
"Knockoff",13,0.21875,1
"Benjamini–Hochberg (BH)",13,0,0.96
"Boost DS",13,0.05,0.76
"Boost MS",13,0,0.76
"DataSplitting",13,0.178571428571429,0.92
"MultipleDataSplitting",13,0,0.88
"Knockoff",13,0.0833333333333333,0.88
"Benjamini–Hochberg (BH)",13,0,0.88
"Boost DS",13,0,0.68
"Boost MS",13,0,0.76
"DataSplitting",13,0.0416666666666667,0.92
"MultipleDataSplitting",13,0,0.92
"Knockoff",13,0,0.96
"Benjamini–Hochberg (BH)",13,0,0.96
"Boost DS",13,0,0.8
"Boost MS",13,0.0416666666666667,0.92
"DataSplitting",13,0.148148148148148,0.92
"MultipleDataSplitting",13,0.0416666666666667,0.92
"Knockoff",13,0.258064516129032,0.92
"Benjamini–Hochberg (BH)",13,0,0.92
"Boost DS",13,0.0434782608695652,0.88
"Boost MS",13,0,0.92
"DataSplitting",13,0.08,0.92
"MultipleDataSplitting",13,0,0.92
"Knockoff",13,0.08,0.92
"Benjamini–Hochberg (BH)",13,0,0.92
"Boost DS",13,0.266666666666667,0.88
"Boost MS",13,0,0.84
"DataSplitting",13,0.0833333333333333,0.88
"MultipleDataSplitting",13,0,0.88
"Knockoff",13,0.0434782608695652,0.88
"Benjamini–Hochberg (BH)",13,0,0.88
"Boost DS",13,0.04,0.96
"Boost MS",13,0.04,0.96
"DataSplitting",13,0.0740740740740741,1
"MultipleDataSplitting",13,0,1
"Knockoff",13,0.193548387096774,1
"Benjamini–Hochberg (BH)",13,0,1
"Boost DS",13,0,0.88
"Boost MS",13,0.172413793103448,0.96
"DataSplitting",13,0.142857142857143,0.96
"MultipleDataSplitting",13,0,0.92
"Knockoff",13,0,0.96
"Benjamini–Hochberg (BH)",13,0,0.96
"Boost DS",13,0.0909090909090909,0.8
"Boost MS",13,0,0.92
"DataSplitting",13,0,0.96
"MultipleDataSplitting",13,0,0.92
"Knockoff",13,0.193548387096774,1
"Benjamini–Hochberg (BH)",13,0,0.92
"Boost DS",13,0.0909090909090909,0.8
"Boost MS",13,0,0.84
"DataSplitting",13,0.08,0.92
"MultipleDataSplitting",13,0,0.88
"Knockoff",13,0.0434782608695652,0.88
"Benjamini–Hochberg (BH)",13,0,0.88
"Boost DS",13,0,0.92
"Boost MS",13,0,0.92
"DataSplitting",13,0.0769230769230769,0.96
"MultipleDataSplitting",13,0,0.92
"Knockoff",13,0.111111111111111,0.96
"Benjamini–Hochberg (BH)",13,0,0.96
"Boost DS",13,0,0.88
"Boost MS",13,0,0.88
"DataSplitting",13,0.115384615384615,0.92
"MultipleDataSplitting",13,0,0.92
"Knockoff",13,0.0416666666666667,0.92
"Benjamini–Hochberg (BH)",13,0,0.92
"Boost DS",13,0.2,0.8
"Boost MS",13,0,0.8
"DataSplitting",13,0,0.84
"MultipleDataSplitting",13,0,0.84
"Knockoff",13,0.125,0.84
"Benjamini–Hochberg (BH)",13,0,0.84
"Boost DS",13,0.05,0.76
"Boost MS",13,0,0.76
"DataSplitting",13,0.0416666666666667,0.92
"MultipleDataSplitting",13,0.08,0.92
"Knockoff",13,0.08,0.92
"Benjamini–Hochberg (BH)",13,0,0.92
"Boost DS",13,0.0869565217391304,0.84
"Boost MS",13,0,0.84
"DataSplitting",13,0,0.88
"MultipleDataSplitting",13,0,0.88
"Knockoff",13,0.0833333333333333,0.88
"Benjamini–Hochberg (BH)",13,0,0.88
"Boost DS",13,0,0.68
"Boost MS",13,0.0869565217391304,0.84
"DataSplitting",13,0.0434782608695652,0.88
"MultipleDataSplitting",13,0.0833333333333333,0.88
"Knockoff",13,0.115384615384615,0.92
"Benjamini–Hochberg (BH)",13,0,0.84
"Boost DS",13,0,0.68
"Boost MS",13,0.136363636363636,0.76
"DataSplitting",13,0.111111111111111,0.96
"MultipleDataSplitting",13,0,0.88
"Knockoff",13,0,0.84
"Benjamini–Hochberg (BH)",13,0,0.8
"Boost DS",13,0.208333333333333,0.76
"Boost MS",13,0,0.84
"DataSplitting",13,0.0833333333333333,0.88
"MultipleDataSplitting",13,0.0416666666666667,0.92
"Knockoff",13,0,0.92
"Benjamini–Hochberg (BH)",13,0,0.88
"Boost DS",13,0,0.64
"Boost MS",13,0,0.64
"DataSplitting",13,0.142857142857143,0.72
"MultipleDataSplitting",13,0.05,0.76
"Knockoff",13,0.0952380952380952,0.76
"Benjamini–Hochberg (BH)",13,0,0.76
"Boost DS",13,0,0.72
"Boost MS",13,0,0.8
"DataSplitting",13,0.12,0.88
"MultipleDataSplitting",13,0.0833333333333333,0.88
"Knockoff",13,0.371428571428571,0.88
"Benjamini–Hochberg (BH)",13,0,0.88
"Boost DS",13,0,0.72
"Boost MS",13,0.192307692307692,0.84
"DataSplitting",13,0.130434782608696,0.8
"MultipleDataSplitting",13,0,0.88
"Knockoff",13,0,0.88
"Benjamini–Hochberg (BH)",13,0,0.84
"Boost DS",13,0.130434782608696,0.8
"Boost MS",13,0.0869565217391304,0.84
"DataSplitting",13,0.153846153846154,0.88
"MultipleDataSplitting",13,0,0.88
"Knockoff",13,0.12,0.88
"Benjamini–Hochberg (BH)",13,0,0.88
"Boost DS",13,0,0.64
"Boost MS",13,0,0.68
"DataSplitting",13,0,0.72
"MultipleDataSplitting",13,0,0.84
"Knockoff",13,0.12,0.88
"Benjamini–Hochberg (BH)",13,0,0.76
"Boost DS",13,0,0.6
"Boost MS",13,0,0.8
"DataSplitting",13,0,0.92
"MultipleDataSplitting",13,0,0.96
"Knockoff",13,0.111111111111111,0.96
"Benjamini–Hochberg (BH)",13,0,0.96
"Boost DS",13,0.0909090909090909,0.8
"Boost MS",13,0,0.88
"DataSplitting",13,0,0.88
"MultipleDataSplitting",13,0,0.92
"Knockoff",13,0.0769230769230769,0.96
"Benjamini–Hochberg (BH)",13,0,0.88
"Boost DS",13,0.233333333333333,0.92
"Boost MS",13,0,0.92
"DataSplitting",13,0,1
"MultipleDataSplitting",13,0,0.96
"Knockoff",13,0,1
"Benjamini–Hochberg (BH)",13,0,0.96
"Boost DS",13,0,0.64
"Boost MS",13,0,0.8
"DataSplitting",13,0.125,0.84
"MultipleDataSplitting",13,0,0.84
"Knockoff",13,0.0769230769230769,0.96
"Benjamini–Hochberg (BH)",13,0,0.8
"Boost DS",13,0.08,0.92
"Boost MS",13,0,0.92
"DataSplitting",13,0.148148148148148,0.92
"MultipleDataSplitting",13,0.04,0.96
"Knockoff",13,0.142857142857143,0.96
"Benjamini–Hochberg (BH)",13,0,0.92
"Boost DS",13,0.125,0.84
"Boost MS",13,0,0.96
"DataSplitting",13,0,0.96
"MultipleDataSplitting",13,0,0.96
"Knockoff",13,0.2,0.96
"Benjamini–Hochberg (BH)",13,0,0.96
"Boost DS",13,0,0.72
"Boost MS",13,0,0.72
"DataSplitting",13,0.0476190476190476,0.8
"MultipleDataSplitting",13,0,0.84
"Knockoff",13,0.0434782608695652,0.88
"Benjamini–Hochberg (BH)",13,0,0.8
"Boost DS",13,0.0833333333333333,0.88
"Boost MS",13,0,0.76
"DataSplitting",13,0.192307692307692,0.84
"MultipleDataSplitting",13,0.148148148148148,0.92
"Knockoff",13,0.0869565217391304,0.84
"Benjamini–Hochberg (BH)",13,0,0.8
"Boost DS",13,0.12,0.88
"Boost MS",13,0,0.88
"DataSplitting",13,0.115384615384615,0.92
"MultipleDataSplitting",13,0,0.92
"Knockoff",13,0.148148148148148,0.92
"Benjamini–Hochberg (BH)",13,0,0.92
"Boost DS",13,0.16,0.84
"Boost MS",13,0,0.88
"DataSplitting",13,0.0833333333333333,0.88
"MultipleDataSplitting",13,0,0.88
"Knockoff",13,0.12,0.88
"Benjamini–Hochberg (BH)",13,0,0.88
"Boost DS",13,0.0476190476190476,0.8
"Boost MS",13,0,0.8
"DataSplitting",13,0.0833333333333333,0.88
"MultipleDataSplitting",13,0,0.88
"Knockoff",13,0.0833333333333333,0.88
"Benjamini–Hochberg (BH)",13,0,0.88
"Boost DS",13,0,0.72
"Boost MS",13,0,0.76
"DataSplitting",13,0.32258064516129,0.84
"MultipleDataSplitting",13,0,0.84
"Knockoff",13,0.192307692307692,0.84
"Benjamini–Hochberg (BH)",13,0,0.84
"Boost DS",13,0,0.68
"Boost MS",13,0,0.76
"DataSplitting",13,0,0.8
"MultipleDataSplitting",13,0,0.84
"Knockoff",13,0,0.84
"Benjamini–Hochberg (BH)",13,0,0.8
"Boost DS",13,0.1,0.72
"Boost MS",13,0,0.96
"DataSplitting",13,0.115384615384615,0.92
"MultipleDataSplitting",13,0.04,0.96
"Knockoff",13,0.2,0.96
"Benjamini–Hochberg (BH)",13,0,0.92
"Boost DS",13,0.05,0.76
"Boost MS",13,0,0.88
"DataSplitting",13,0.0434782608695652,0.88
"MultipleDataSplitting",13,0,0.88
"Knockoff",13,0.12,0.88
"Benjamini–Hochberg (BH)",13,0,0.88
"Boost DS",13,0.142857142857143,0.72
"Boost MS",13,0,0.8
"DataSplitting",13,0.16,0.84
"MultipleDataSplitting",13,0,0.84
"Knockoff",13,0.12,0.88
"Benjamini–Hochberg (BH)",13,0,0.8
"Boost DS",13,0.0833333333333333,0.88
"Boost MS",13,0,1
"DataSplitting",13,0.107142857142857,1
"MultipleDataSplitting",13,0,1
"Knockoff",13,0.0384615384615385,1
"Benjamini–Hochberg (BH)",13,0,1
"Boost DS",13,0.0454545454545455,0.84
"Boost MS",13,0,0.92
"DataSplitting",13,0.0769230769230769,0.96
"MultipleDataSplitting",13,0,0.96
"Knockoff",13,0.137931034482759,1
"Benjamini–Hochberg (BH)",13,0,0.96
