"source_file","Method","Delta","FDP","Power"
"254","Mars MS",8,0,0.8
"254","DataSplitting",8,0,0
"254","MultipleDataSplitting",8,0,0
"254","Knockoff",8,0,0
"254","Benjamini–Hochberg (BH)",8,0,0
"255","Mars DS",9,0,0
"255","Mars MS",9,0,0.8
"255","DataSplitting",9,0,0
"255","MultipleDataSplitting",9,0,0
"255","Knockoff",9,0,0
"255","Benjamini–Hochberg (BH)",9,0,0
"256","Mars DS",10,0,0
"256","Mars MS",10,0,0.8
"256","DataSplitting",10,0,0
"256","MultipleDataSplitting",10,0,0
"256","Knockoff",10,0,0
"256","Benjamini–Hochberg (BH)",10,0,0
"257","Mars DS",11,0,0
"257","Mars MS",11,0,0.8
"257","DataSplitting",11,0,0
"257","MultipleDataSplitting",11,0,0
"257","Knockoff",11,0,0
"257","Benjamini–Hochberg (BH)",11,0,0
"258","Mars DS",12,0,0
"258","Mars MS",12,0,0.8
"258","DataSplitting",12,0,0
"258","MultipleDataSplitting",12,0,0
"258","Knockoff",12,0,0
"258","Benjamini–Hochberg (BH)",12,0,0
"259","Mars DS",13,0,0
"259","Mars MS",13,0,0.8
"259","DataSplitting",13,0,0
"259","MultipleDataSplitting",13,0,0
"259","Knockoff",13,0,0
"259","Benjamini–Hochberg (BH)",13,0,0
"260","Mars DS",7,0,1
"260","Mars MS",7,0,1
"260","DataSplitting",7,0,0
"260","MultipleDataSplitting",7,0,0
"260","Knockoff",7,0,0
"260","Benjamini–Hochberg (BH)",7,0,0
"261","Mars DS",8,0,1
"261","Mars MS",8,0,1
"261","DataSplitting",8,0,0
"261","MultipleDataSplitting",8,0,0
"261","Knockoff",8,0,0
"261","Benjamini–Hochberg (BH)",8,0,0
"262","Mars DS",9,0,1
"262","Mars MS",9,0,1
"262","DataSplitting",9,0,0
"262","MultipleDataSplitting",9,0,0
"262","Knockoff",9,0,0
"262","Benjamini–Hochberg (BH)",9,0,0
"263","Mars DS",10,0,1
"263","Mars MS",10,0,1
"263","DataSplitting",10,0,0
"263","MultipleDataSplitting",10,0,0
"263","Knockoff",10,0,0
"263","Benjamini–Hochberg (BH)",10,0,0
"264","Mars DS",11,0,1
"264","Mars MS",11,0,1
"264","DataSplitting",11,0,0
"264","MultipleDataSplitting",11,0,0
"264","Knockoff",11,0,0
"264","Benjamini–Hochberg (BH)",11,0,0
"265","Mars DS",12,0,1
"265","Mars MS",12,0,1
"265","DataSplitting",12,0,0
"265","MultipleDataSplitting",12,0,0
"265","Knockoff",12,0,0
"265","Benjamini–Hochberg (BH)",12,0,0
"266","Mars DS",13,0,1
"266","Mars MS",13,0,1
"266","DataSplitting",13,0,0
"266","MultipleDataSplitting",13,0,0
"266","Knockoff",13,0,0
"266","Benjamini–Hochberg (BH)",13,0,0
"267","Mars DS",7,0.1,0.9
"267","Mars MS",7,0,0.9
"267","DataSplitting",7,0,0
"267","MultipleDataSplitting",7,0,0
"267","Knockoff",7,0,0
"267","Benjamini–Hochberg (BH)",7,0,0
"268","Mars DS",8,0.1,0.9
"268","Mars MS",8,0,0.9
"268","DataSplitting",8,0,0
"268","MultipleDataSplitting",8,0,0
"268","Knockoff",8,0,0
"268","Benjamini–Hochberg (BH)",8,0,0
"269","Mars DS",9,0,0
"269","Mars MS",9,0,0.9
"269","DataSplitting",9,0,0
"269","MultipleDataSplitting",9,0,0
"269","Knockoff",9,0,0
"269","Benjamini–Hochberg (BH)",9,0,0
"270","Mars DS",10,0.307692307692308,0.9
"270","Mars MS",10,0,0.9
"270","DataSplitting",10,0,0
"270","MultipleDataSplitting",10,0,0
"270","Knockoff",10,0,0
"270","Benjamini–Hochberg (BH)",10,0,0
"271","Mars DS",11,0.1,0.9
"271","Mars MS",11,0,0.9
"271","DataSplitting",11,0,0
"271","MultipleDataSplitting",11,0,0
"271","Knockoff",11,0,0
"271","Benjamini–Hochberg (BH)",11,0,0
"272","Mars DS",12,0.1,0.9
"272","Mars MS",12,0,0.9
"272","DataSplitting",12,0,0
"272","MultipleDataSplitting",12,0,0
"272","Knockoff",12,0,0
"272","Benjamini–Hochberg (BH)",12,0,0
"273","Mars DS",13,0.1,0.9
"273","Mars MS",13,0,0.9
"273","DataSplitting",13,0,0
"273","MultipleDataSplitting",13,0,0
"273","Knockoff",13,0,0
"273","Benjamini–Hochberg (BH)",13,0,0
"274","Mars DS",7,0,0
"274","Mars MS",7,0,0.8
"274","DataSplitting",7,0,0
"274","MultipleDataSplitting",7,0,0
"274","Knockoff",7,0,0
"274","Benjamini–Hochberg (BH)",7,0,0
"275","Mars DS",8,0,0
"275","Mars MS",8,0,0.8
"275","DataSplitting",8,0,0
"275","MultipleDataSplitting",8,0,0
"275","Knockoff",8,0,0
"275","Benjamini–Hochberg (BH)",8,0,0
"276","Mars DS",9,0,0
"276","Mars MS",9,0,0.7
"276","DataSplitting",9,0,0
"276","MultipleDataSplitting",9,0,0
"276","Knockoff",9,0,0
"276","Benjamini–Hochberg (BH)",9,0,0
"277","Mars DS",10,0,0
"277","Mars MS",10,0,0.8
"277","DataSplitting",10,0,0
"277","MultipleDataSplitting",10,0,0
"277","Knockoff",10,0,0
"277","Benjamini–Hochberg (BH)",10,0,0
"278","Mars DS",11,0,0
"278","Mars MS",11,0,0.8
"278","DataSplitting",11,0,0
"278","MultipleDataSplitting",11,0,0
"278","Knockoff",11,0,0
"278","Benjamini–Hochberg (BH)",11,0,0
"279","Mars DS",12,0,0
"279","Mars MS",12,0,0.8
"279","DataSplitting",12,0,0
"279","MultipleDataSplitting",12,0,0
"279","Knockoff",12,0,0
"279","Benjamini–Hochberg (BH)",12,0,0
"280","Mars DS",13,0,0
"280","Mars MS",13,0,0.7
"280","DataSplitting",13,0,0
"280","MultipleDataSplitting",13,0,0
"280","Knockoff",13,0,0
"280","Benjamini–Hochberg (BH)",13,0,0
"281","Mars DS",7,0,0
"281","Mars MS",7,0,0.6
"281","DataSplitting",7,0,0
"281","MultipleDataSplitting",7,0,0
"281","Knockoff",7,0,0
"281","Benjamini–Hochberg (BH)",7,0,0
"282","Mars DS",8,0,0
"282","Mars MS",8,0,0.7
"282","DataSplitting",8,0,0
"282","MultipleDataSplitting",8,0,0
"282","Knockoff",8,0,0
"282","Benjamini–Hochberg (BH)",8,0,0
"283","Mars DS",9,0,0
"283","Mars MS",9,0,0.7
"283","DataSplitting",9,0,0
"283","MultipleDataSplitting",9,0,0
"283","Knockoff",9,0,0
"283","Benjamini–Hochberg (BH)",9,0,0
"284","Mars DS",10,0,0
"284","Mars MS",10,0,0.7
"284","DataSplitting",10,0,0
"284","MultipleDataSplitting",10,0,0
"284","Knockoff",10,0,0
"284","Benjamini–Hochberg (BH)",10,0,0
"285","Mars DS",11,0,0
"285","Mars MS",11,0,0.7
"285","DataSplitting",11,0,0
"285","MultipleDataSplitting",11,0,0
"285","Knockoff",11,0,0
"285","Benjamini–Hochberg (BH)",11,0,0
"286","Mars DS",12,0,0
"286","Mars MS",12,0,0.7
"286","DataSplitting",12,0,0
"286","MultipleDataSplitting",12,0,0
"286","Knockoff",12,0,0
"286","Benjamini–Hochberg (BH)",12,0,0
"287","Mars DS",13,0,0
"287","Mars MS",13,0,0.7
"287","DataSplitting",13,0,0
"287","MultipleDataSplitting",13,0,0
"287","Knockoff",13,0,0
"287","Benjamini–Hochberg (BH)",13,0,0
"288","Mars DS",7,0.230769230769231,1
"288","Mars MS",7,0,1
"288","DataSplitting",7,0,0
"288","MultipleDataSplitting",7,0,0
"288","Knockoff",7,0.928571428571429,0.1
"288","Benjamini–Hochberg (BH)",7,0,0
"289","Mars DS",8,0.0909090909090909,1
"289","Mars MS",8,0,1
"289","DataSplitting",8,0,0
"289","MultipleDataSplitting",8,0,0
"289","Knockoff",8,0.928571428571429,0.1
"289","Benjamini–Hochberg (BH)",8,0,0
"290","Mars DS",9,0.0909090909090909,1
"290","Mars MS",9,0,1
"290","DataSplitting",9,0,0
"290","MultipleDataSplitting",9,0,0
"290","Knockoff",9,0.923076923076923,0.1
"290","Benjamini–Hochberg (BH)",9,0,0
"291","Mars DS",10,0.166666666666667,1
"291","Mars MS",10,0,1
"291","DataSplitting",10,0,0
"291","MultipleDataSplitting",10,0,0
"291","Knockoff",10,0.928571428571429,0.1
"291","Benjamini–Hochberg (BH)",10,0,0
"292","Mars DS",11,0.166666666666667,1
"292","Mars MS",11,0,1
"292","DataSplitting",11,0,0
"292","MultipleDataSplitting",11,0,0
"292","Knockoff",11,0.928571428571429,0.1
"292","Benjamini–Hochberg (BH)",11,0,0
"293","Mars DS",12,0.166666666666667,1
"293","Mars MS",12,0,1
"293","DataSplitting",12,0,0
"293","MultipleDataSplitting",12,0,0
"293","Knockoff",12,0.928571428571429,0.1
"293","Benjamini–Hochberg (BH)",12,0,0
"294","Mars DS",13,0.166666666666667,1
"294","Mars MS",13,0,1
"294","DataSplitting",13,0,0
"294","MultipleDataSplitting",13,0,0
"294","Knockoff",13,0.928571428571429,0.1
"294","Benjamini–Hochberg (BH)",13,0,0
"295","Mars DS",7,0,0
"295","Mars MS",7,0,0.8
"295","DataSplitting",7,0,0
"295","MultipleDataSplitting",7,0,0
"295","Knockoff",7,0,0
"295","Benjamini–Hochberg (BH)",7,0,0
"296","Mars DS",8,0,0
"296","Mars MS",8,0,0.8
"296","DataSplitting",8,0,0
"296","MultipleDataSplitting",8,0,0
"296","Knockoff",8,0,0
"296","Benjamini–Hochberg (BH)",8,0,0
"297","Mars DS",9,0,0
"297","Mars MS",9,0,0.8
"297","DataSplitting",9,0,0
"297","MultipleDataSplitting",9,0,0
"297","Knockoff",9,0,0
"297","Benjamini–Hochberg (BH)",9,0,0
"298","Mars DS",10,0,0
"298","Mars MS",10,0,0.8
"298","DataSplitting",10,0,0
"298","MultipleDataSplitting",10,0,0
"298","Knockoff",10,0,0
"298","Benjamini–Hochberg (BH)",10,0,0
"299","Mars DS",11,0,0
"299","Mars MS",11,0,0.8
"299","DataSplitting",11,0,0
"299","MultipleDataSplitting",11,0,0
"299","Knockoff",11,0,0
"299","Benjamini–Hochberg (BH)",11,0,0
"300","Mars DS",12,0,0
"300","Mars MS",12,0,0.8
"300","DataSplitting",12,0,0
"300","MultipleDataSplitting",12,0,0
"300","Knockoff",12,0,0
"300","Benjamini–Hochberg (BH)",12,0,0
"301","Mars DS",13,0,0
"301","Mars MS",13,0,0.8
"301","DataSplitting",13,0,0
"301","MultipleDataSplitting",13,0,0
"301","Knockoff",13,0,0
"301","Benjamini–Hochberg (BH)",13,0,0
"302","Mars DS",7,0,0
"302","Mars MS",7,0,0.8
"302","DataSplitting",7,0,0
"302","MultipleDataSplitting",7,0,0
"302","Knockoff",7,0,0
"302","Benjamini–Hochberg (BH)",7,0,0
"303","Mars DS",8,0,0
"303","Mars MS",8,0,0.8
"303","DataSplitting",8,0,0
"303","MultipleDataSplitting",8,0,0
"303","Knockoff",8,0,0
"303","Benjamini–Hochberg (BH)",8,0,0
"304","Mars DS",9,0,0
"304","Mars MS",9,0,0.7
"304","DataSplitting",9,0,0
"304","MultipleDataSplitting",9,0,0
"304","Knockoff",9,0,0
"304","Benjamini–Hochberg (BH)",9,0,0
"305","Mars DS",10,0,1
"305","Mars MS",10,0,0.8
"305","DataSplitting",10,0,0
"305","MultipleDataSplitting",10,0,0
"305","Knockoff",10,0,0
"305","Benjamini–Hochberg (BH)",10,0,0
"306","Mars DS",11,0,1
"306","Mars MS",11,0,0.9
"306","DataSplitting",11,0,0
"306","MultipleDataSplitting",11,0,0
"306","Knockoff",11,0,0
"306","Benjamini–Hochberg (BH)",11,0,0
"307","Mars DS",12,0,1
"307","Mars MS",12,0,0.9
"307","DataSplitting",12,0,0
"307","MultipleDataSplitting",12,0,0
"307","Knockoff",12,0,0
"307","Benjamini–Hochberg (BH)",12,0,0
"308","Mars DS",13,0,1
"308","Mars MS",13,0,0.9
"308","DataSplitting",13,0,0
"308","MultipleDataSplitting",13,0,0
"308","Knockoff",13,0,0
"308","Benjamini–Hochberg (BH)",13,0,0
"309","Mars DS",7,0,0
"309","Mars MS",7,0,0.6
"309","DataSplitting",7,0,0
"309","MultipleDataSplitting",7,0,0
"309","Knockoff",7,0,0
"309","Benjamini–Hochberg (BH)",7,0,0
"310","Mars DS",8,0,0
"310","Mars MS",8,0,0.7
"310","DataSplitting",8,0,0
"310","MultipleDataSplitting",8,0,0
"310","Knockoff",8,0,0
"310","Benjamini–Hochberg (BH)",8,0,0
"311","Mars DS",9,0,0
"311","Mars MS",9,0,0.6
"311","DataSplitting",9,0,0
"311","MultipleDataSplitting",9,0,0
"311","Knockoff",9,0,0
"311","Benjamini–Hochberg (BH)",9,0,0
"312","Mars DS",10,0,0
"312","Mars MS",10,0,0.7
"312","DataSplitting",10,0,0
"312","MultipleDataSplitting",10,0,0
"312","Knockoff",10,0,0
"312","Benjamini–Hochberg (BH)",10,0,0
"313","Mars DS",11,0,0
"313","Mars MS",11,0,0.6
"313","DataSplitting",11,0,0
"313","MultipleDataSplitting",11,0,0
"313","Knockoff",11,0,0
"313","Benjamini–Hochberg (BH)",11,0,0
"314","Mars DS",12,0,0
"314","Mars MS",12,0,0.4
"314","DataSplitting",12,0,0
"314","MultipleDataSplitting",12,0,0
"314","Knockoff",12,0,0
"314","Benjamini–Hochberg (BH)",12,0,0
"315","Mars DS",13,0,0
"315","Mars MS",13,0,0.7
"315","DataSplitting",13,0,0
"315","MultipleDataSplitting",13,0,0
"315","Knockoff",13,0,0
"315","Benjamini–Hochberg (BH)",13,0,0
"316","Mars DS",7,0,0
"316","Mars MS",7,0,0
"316","DataSplitting",7,0,0
"316","MultipleDataSplitting",7,0,0
"316","Knockoff",7,0,0
"316","Benjamini–Hochberg (BH)",7,0,0
"317","Mars DS",8,0,0
"317","Mars MS",8,0,0
"317","DataSplitting",8,0,0
"317","MultipleDataSplitting",8,0,0
"317","Knockoff",8,0,0
"317","Benjamini–Hochberg (BH)",8,0,0
"318","Mars DS",9,0,0
"318","Mars MS",9,0,0
"318","DataSplitting",9,0,0
"318","MultipleDataSplitting",9,0,0
"318","Knockoff",9,0,0
"318","Benjamini–Hochberg (BH)",9,0,0
"319","Mars DS",10,0,0
"319","Mars MS",10,0,0
"319","DataSplitting",10,0,0
"319","MultipleDataSplitting",10,0,0
"319","Knockoff",10,0,0
"319","Benjamini–Hochberg (BH)",10,0,0
"320","Mars DS",11,0,0
"320","Mars MS",11,0,0
"320","DataSplitting",11,0,0
"320","MultipleDataSplitting",11,0,0
"320","Knockoff",11,0,0
"320","Benjamini–Hochberg (BH)",11,0,0
"321","Mars DS",12,0,0
"321","Mars MS",12,0,0
"321","DataSplitting",12,0,0
"321","MultipleDataSplitting",12,0,0
"321","Knockoff",12,0,0
"321","Benjamini–Hochberg (BH)",12,0,0
"322","Mars DS",13,0,0
"322","Mars MS",13,0,0
"322","DataSplitting",13,0,0
"322","MultipleDataSplitting",13,0,0
"322","Knockoff",13,0,0
"322","Benjamini–Hochberg (BH)",13,0,0
"323","Mars DS",7,0,0
"323","Mars MS",7,0,0.9
"323","DataSplitting",7,0,0
"323","MultipleDataSplitting",7,0,0
"323","Knockoff",7,0,0
"323","Benjamini–Hochberg (BH)",7,0,0
"324","Mars DS",8,0,0
"324","Mars MS",8,0,0.9
"324","DataSplitting",8,0,0
"324","MultipleDataSplitting",8,0,0
"324","Knockoff",8,0.9,0.1
"324","Benjamini–Hochberg (BH)",8,0,0
"325","Mars DS",9,0,0
"325","Mars MS",9,0,0.9
"325","DataSplitting",9,0,0
"325","MultipleDataSplitting",9,0,0
"325","Knockoff",9,0,0
"325","Benjamini–Hochberg (BH)",9,0,0
"326","Mars DS",10,0,1
"326","Mars MS",10,0,0.9
"326","DataSplitting",10,0,0
"326","MultipleDataSplitting",10,0,0
"326","Knockoff",10,0,0
"326","Benjamini–Hochberg (BH)",10,0,0
"327","Mars DS",11,0,0
"327","Mars MS",11,0,0.9
"327","DataSplitting",11,0,0
"327","MultipleDataSplitting",11,0,0
"327","Knockoff",11,0,0
"327","Benjamini–Hochberg (BH)",11,0,0
"328","Mars DS",12,0,0
"328","Mars MS",12,0,0.9
"328","DataSplitting",12,0,0
"328","MultipleDataSplitting",12,0,0
"328","Knockoff",12,0,0
"328","Benjamini–Hochberg (BH)",12,0,0
"329","Mars DS",13,0,0
"329","Mars MS",13,0,0.9
"329","DataSplitting",13,0,0
"329","MultipleDataSplitting",13,0,0
"329","Knockoff",13,0,0
"329","Benjamini–Hochberg (BH)",13,0,0
"330","Mars DS",7,0,0
"330","Mars MS",7,0,0.7
"330","DataSplitting",7,0,0
"330","MultipleDataSplitting",7,0,0
"330","Knockoff",7,0,0
"330","Benjamini–Hochberg (BH)",7,0,0
"331","Mars DS",8,0,0
"331","Mars MS",8,0,0.8
"331","DataSplitting",8,0,0
"331","MultipleDataSplitting",8,0,0
"331","Knockoff",8,0,0
"331","Benjamini–Hochberg (BH)",8,0,0
"332","Mars DS",9,0,0
"332","Mars MS",9,0,0.8
"332","DataSplitting",9,0,0
"332","MultipleDataSplitting",9,0,0
"332","Knockoff",9,0,0
"332","Benjamini–Hochberg (BH)",9,0,0
"333","Mars DS",10,0,0
"333","Mars MS",10,0,0.8
"333","DataSplitting",10,0,0
"333","MultipleDataSplitting",10,0,0
"333","Knockoff",10,0,0
"333","Benjamini–Hochberg (BH)",10,0,0
"334","Mars DS",11,0,0
"334","Mars MS",11,0,0.8
"334","DataSplitting",11,0,0
"334","MultipleDataSplitting",11,0,0
"334","Knockoff",11,0,0
"334","Benjamini–Hochberg (BH)",11,0,0
"335","Mars DS",12,0,0
"335","Mars MS",12,0,0.8
"335","DataSplitting",12,0,0
"335","MultipleDataSplitting",12,0,0
"335","Knockoff",12,0,0
"335","Benjamini–Hochberg (BH)",12,0,0
"336","Mars DS",13,0,0
"336","Mars MS",13,0,0.8
"336","DataSplitting",13,0,0
"336","MultipleDataSplitting",13,0,0
"336","Knockoff",13,0,0
"336","Benjamini–Hochberg (BH)",13,0,0
"337","Mars DS",7,0,1
"337","Mars MS",7,0,1
"337","DataSplitting",7,0,0
"337","MultipleDataSplitting",7,0,0
"337","Knockoff",7,0,0
"337","Benjamini–Hochberg (BH)",7,0,0
"338","Mars DS",8,0,1
"338","Mars MS",8,0,1
"338","DataSplitting",8,0,0
"338","MultipleDataSplitting",8,0,0
"338","Knockoff",8,0,0
"338","Benjamini–Hochberg (BH)",8,0,0
"339","Mars DS",9,0,1
"339","Mars MS",9,0,1
"339","DataSplitting",9,0,0
"339","MultipleDataSplitting",9,0,0
"339","Knockoff",9,0,0
"339","Benjamini–Hochberg (BH)",9,0,0
"340","Mars DS",10,0,1
"340","Mars MS",10,0,1
"340","DataSplitting",10,0,0
"340","MultipleDataSplitting",10,0,0
"340","Knockoff",10,0,0
"340","Benjamini–Hochberg (BH)",10,0,0
"341","Mars DS",11,0,1
"341","Mars MS",11,0,1
"341","DataSplitting",11,0,0
"341","MultipleDataSplitting",11,0,0
"341","Knockoff",11,0,0
"341","Benjamini–Hochberg (BH)",11,0,0
"342","Mars DS",12,0,1
"342","Mars MS",12,0,1
"342","DataSplitting",12,0,0
"342","MultipleDataSplitting",12,0,0
"342","Knockoff",12,0,0
"342","Benjamini–Hochberg (BH)",12,0,0
"343","Mars DS",13,0,1
"343","Mars MS",13,0,1
"343","DataSplitting",13,0,0
"343","MultipleDataSplitting",13,0,0
"343","Knockoff",13,0,0
"343","Benjamini–Hochberg (BH)",13,0,0
"344","Mars DS",7,0,0
"344","Mars MS",7,0,0.8
"344","DataSplitting",7,0,0
"344","MultipleDataSplitting",7,0,0
"344","Knockoff",7,1,0
"344","Benjamini–Hochberg (BH)",7,0,0
"345","Mars DS",8,0.1,0.9
"345","Mars MS",8,0,0.9
"345","DataSplitting",8,0,0
"345","MultipleDataSplitting",8,0,0
"345","Knockoff",8,1,0
"345","Benjamini–Hochberg (BH)",8,0,0
"346","Mars DS",9,0.1,0.9
"346","Mars MS",9,0,0.8
"346","DataSplitting",9,0,0
"346","MultipleDataSplitting",9,0,0
"346","Knockoff",9,1,0
"346","Benjamini–Hochberg (BH)",9,0,0
"347","Mars DS",10,0.307692307692308,0.9
"347","Mars MS",10,0,0.8
"347","DataSplitting",10,0,0
"347","MultipleDataSplitting",10,0,0
"347","Knockoff",10,1,0
"347","Benjamini–Hochberg (BH)",10,0,0
"348","Mars DS",11,0.1,0.9
"348","Mars MS",11,0,0.8
"348","DataSplitting",11,0,0
"348","MultipleDataSplitting",11,0,0
"348","Knockoff",11,1,0
"348","Benjamini–Hochberg (BH)",11,0,0
"349","Mars DS",12,0.1,0.9
"349","Mars MS",12,0,0.8
"349","DataSplitting",12,0,0
"349","MultipleDataSplitting",12,0,0
"349","Knockoff",12,1,0
"349","Benjamini–Hochberg (BH)",12,0,0
"350","Mars DS",13,0.1,0.9
"350","Mars MS",13,0,0.8
"350","DataSplitting",13,0,0
"350","MultipleDataSplitting",13,0,0
"350","Knockoff",13,1,0
"350","Benjamini–Hochberg (BH)",13,0,0
